Tumor type	Proportion treatment related mutations	Total treatment related mutations	AGING	CAPECITABINE/5-FU	CARBOPLATIN	CISPLATIN	OXALIPLATIN
Ovary	0.067783474424705	1137	179.936555967541	NA	1137.13265094445	NA	NA
Ovary	0.0709095081465616	927	209.54546526792	NA	926.81716605576	NA	NA
Ovary	0.179235262878385	675	278.933323258085	NA	675.482474048827	NA	NA
Ovary	0.0898935241752487	1030	386.297128129051	NA	1029.66582616594	NA	NA
Ovary	0.0751121076233184	938	339.415591821659	NA	938.179719395952	NA	NA
Ovary	0.0357394118474743	254	419.289725750458	NA	253.59081117335	NA	NA
Ovary	0.0723019237039452	887	384.789448383636	NA	887.67482362758	NA	NA
Ovary	0.0143834659963692	103	171.033935685822	NA	103.017471652002	NA	NA
Ovary	0.0104662913238054	145	428.548303798032	NA	145.941577538341	NA	NA
Ovary	0.0294117647058824	300	251.743602986083	NA	299.57904835546	NA	NA
Ovary	0.113747466316919	954	300.978677345979	NA	954.359521314204	NA	NA
Ovary	0.116863989123662	2063	169.206605545642	NA	2063.05914630813	NA	NA
Ovary	0.0636591478696742	762	356.444426234666	NA	761.192030229807	NA	NA
Ovary	0.0241509944527128	357	266.915933769577	NA	357.500472972435	NA	NA
Ovary	0.0605355064027939	52	98.3545416727805	NA	51.9337761253459	NA	NA
Ovary	0.0667859272510435	112	202.691155396934	NA	111.541777418875	NA	NA
Ovary	0.0388958594730239	248	297.273886529084	NA	248.060027006682	NA	NA
Ovary	0.262479871175523	489	146.473406218177	NA	488.787891770465	NA	NA
Ovary	0.0836693548387096	415	446.089307856473	NA	415.235987775061	NA	NA
Ovary	0.0140326662065793	61	260.974930800876	NA	61.506167321117	NA	NA
Ovary	0.0619469026548672	483	197.77841075769	NA	483.744599892874	NA	NA
Ovary	0.0373831775700934	32	107.433865214154	NA	31.5870356117289	NA	NA
Ovary	0.0227014140976324	419	336.985744871252	NA	419.842027375389	NA	NA
Ovary	0.0413851351351352	245	154.531599991285	NA	245.394629743904	NA	NA
Ovary	0.126644233710615	414	233.992214872839	NA	413.255882759423	NA	NA
Ovary	0.0802173631776426	620	257.270724250781	NA	620.494741072128	NA	NA
Ovary	0.129069432440219	1344	238.683087144673	NA	1343.60780893589	NA	NA
Ovary	0.0873408397348206	830	578.090984086576	NA	829.890990157348	NA	NA
Ovary	0.116858999867356	1762	837.073989452221	NA	1762.6577378937	NA	NA
Ovary	0.021646254628311	76	330.836300017019	NA	75.2719603566615	NA	NA
Ovary	0.110088654472001	981	605.073545562033	NA	981.311711018209	NA	NA
Ovary	0.0840946357460764	718	415.394610147223	NA	717.868067924659	NA	NA
Ovary	0.231455064194008	649	213.978794811478	NA	648.226235388758	NA	NA
Ovary	0.147777234978017	605	254.721369766113	NA	605.326846950669	NA	NA
Ovary	0.0560043080236941	416	419.666354411174	NA	415.654800216719	NA	NA
Ovary	0.00700062227753578	45	518.816214718447	NA	44.9374088777653	NA	NA
Ovary	0.0286209234013708	380	252.476879060042	NA	380.699081958187	NA	NA
Ovary	0.0223262285750427	353	105.099068885897	NA	353.510694824587	NA	NA
Ovary	0.355885078776645	768	149.94879502409	NA	767.68460815757	NA	NA
Ovary	0.0533699739658663	369	676.654821327198	NA	369.345673673067	NA	NA
Ovary	0.0753380553766903	1053	201.084288293875	NA	1053.10039057176	NA	NA
Ovary	0.0416221985058698	39	126.628370726064	NA	39.051707306396	NA	NA
Ovary	0.0224466891133558	40	255.612341281217	NA	39.7409522194756	NA	NA
Ovary	0.0592800374006545	634	254.384682729706	NA	633.791640948671	NA	NA
Ovary	0.0774299835255354	423	668.545832516858	NA	423.15721083228	NA	NA
Ovary	0.0281379045423989	293	401.095589619047	NA	293.216102132001	NA	NA
Ovary	0.0129753340184995	202	118.602780366701	NA	201.515043302094	NA	NA
Ovary	0.00840714607416304	56	633.310127673225	NA	56.1924077650774	NA	NA
Ovary	0.0313605507218664	328	257.55130838544	NA	327.571780640189	NA	NA
Ovary	0.0438007771105616	248	351.797222859106	NA	248.20495588062	NA	NA
Ovary	0.0372991798674306	332	221.546296006689	NA	332.280868544646	NA	NA
Ovary	0.106270943034945	222	250.702286041631	NA	222.159772639741	NA	NA
Ovary	0.182586908863138	583	306.117313573467	NA	583.45555772874	NA	NA
Ovary	0.138905152224824	949	415.76467034266	NA	948.690250951285	NA	NA
Ovary	0.140647529165028	1073	529.188455595843	NA	1073.46842680641	NA	NA
Ovary	0.11075865715041	838	186.732191558417	NA	837.984216940422	NA	NA
Ovary	0.149991703998673	904	389.157331810496	NA	903.58881265028	NA	NA
Ovary	0.0974098728003691	1478	620.317636503532	NA	1477.8894370886	NA	NA
Ovary	0.448763250883393	2286	228.465532637248	NA	2285.98417001837	NA	NA
Ovary	0.0980242775153639	1930	241.201578971872	NA	1930.40840351896	NA	NA
Ovary	0.0689565443663804	530	256.361884733878	NA	530.186260423622	NA	NA
Ovary	0.0803290164508226	459	558.292971852422	NA	459.14119101143	NA	NA
Ovary	0.13119739342927	2416	316.499986747611	NA	2416.5481594107	NA	NA
Ovary	0.0484057492152652	293	274.263347198761	NA	293.238802193056	NA	NA
Ovary	0.0613374146456322	1042	372.855485169847	NA	1041.91013873618	NA	NA
Ovary	0.0254178272980501	219	266.030487987113	NA	218.400494419559	NA	NA
Ovary	0.279930907913203	2593	318.702760616119	NA	2593.32391608854	NA	NA
Ovary	0.0790222222222222	1778	750.904223571083	NA	1777.84529965085	NA	NA
Ovary	0.0306763892381192	122	546.276350292919	NA	121.585406495402	NA	NA
Ovary	0.0737696898542217	754	322.209837032503	NA	753.901445752888	NA	NA
Ovary	0.0466158673240699	104	368.730470343079	0	103.556508397947	NA	NA
Ovary	0.0461363038329971	526	307.757534568731	NA	525.786092471289	NA	NA
Ovary	0.219596145020652	957	503.125673114217	NA	956.599781193234	NA	NA
Ovary	0.0751893939393939	794	357.163699747732	NA	794.119336154071	NA	NA
Ovary	0.0202346041055718	69	89.9065277744032	NA	69.0462344250273	NA	NA
Ovary	0.0202089009990917	89	383.700764917097	NA	89.5003476077522	NA	NA
Ovary	0.0139573070607553	51	458.222683102634	NA	50.8731907095739	NA	NA
Ovary	0.186938083121289	1102	332.933126335015	NA	1101.41332194804	NA	NA
Ovary	0.0569389373513085	359	586.540204240643	NA	359.363546482222	NA	NA
Ovary	0.0130359212050985	45	319.772844495699	NA	45.0074590084382	NA	NA
Ovary	0.0486244401791427	684	946.716201687842	NA	684.220191346391	NA	NA
Ovary	0.11744966442953	175	147.156055785669	NA	175.288611134557	NA	NA
Ovary	0.0171328023708094	185	110.871172053007	NA	184.994362000671	NA	NA
Ovary	0.0289773789493363	310	215.676654315123	NA	310.468146152504	NA	NA
Ovary	0.155457108336689	772	669.503526326224	NA	772.170225863701	NA	NA
Ovary	0.0519388478282879	513	253.291515070716	NA	513.330260140156	NA	NA
Urinary-tract	0.00953083686896636	155	131.913477366783	NA	154.974136844422	NA	NA
Urinary-tract	0.00744142782396373	256	431.659484641105	NA	255.964644517489	NA	NA
Urinary-tract	0.0926299077975209	1517	357.17314346033	0	1517.37503099017	NA	NA
Urinary-tract	0.121154845721306	2564	365.701568826607	0	2564.17386923138	NA	NA
Urinary-tract	0.0301634533077895	740	777.241255262543	NA	739.473913847059	NA	NA
Urinary-tract	0.0223729410728442	508	704.843023107286	NA	507.825948405679	NA	NA
Urinary-tract	0.0219494826791773	524	204.48851113596	NA	523.343136500931	NA	NA
Urinary-tract	0.00936129873207726	158	450.816233030826	NA	158.460338415936	NA	NA
Urinary-tract	0.00549324203479905	215	583.090460821496	NA	215.756894684006	NA	NA
Urinary-tract	0.0224475018102824	62	283.964940667717	NA	61.3622737780618	NA	NA
Urinary-tract	0.0103410559809088	104	433.369806893833	NA	104.22746760504	NA	NA
Urinary-tract	0.0194612825304225	427	533.628097753206	NA	427.288323083941	NA	NA
Urinary-tract	0.0288019341444827	1096	1018.04806330633	NA	1096.00038177053	NA	NA
Urinary-tract	0.019921405960048	365	386.778311526287	NA	365.411485602904	NA	NA
Urinary-tract	0.0511352855606856	1617	663.622027098123	NA	1617.54883631168	NA	NA
Urinary-tract	0.00966522467750107	248	259.983362865356	NA	247.60441168318	NA	NA
Urinary-tract	0.027153871940999	243	788.973687397228	NA	242.993146497979	NA	NA
Urinary-tract	0.0524329203249364	639	349.840188604014	NA	638.721082814444	NA	NA
Urinary-tract	0.0392494861764901	592	346.71310849128	NA	592.741855380225	NA	NA
Urinary-tract	0.0382373662973164	597	445.634657571221	NA	597.108467644405	NA	NA
Urinary-tract	0.0232459173360285	437	225.535217348869	NA	436.427972135973	NA	NA
Urinary-tract	0.0245728303163593	581	301.21158839524	NA	580.773437170824	NA	NA
Urinary-tract	0.0629647992067427	889	612.627711056797	NA	889.340419657487	NA	NA
Urinary-tract	0.117986366019927	2025	431.39910444651	NA	2024.74134458004	NA	NA
Urinary-tract	0.119661669750406	3169	700.482831698309	NA	3168.51158029644	NA	NA
Urinary-tract	0.0277742387565295	218	538.160425820775	NA	218.806520543662	NA	NA
Urinary-tract	0.0345192235063071	457	558.263167868925	NA	456.401823828387	NA	NA
Uterus	0.0126686944452647	429	413.216196424158	NA	428.645979964398	NA	NA
Uterus	0.00469879518072289	156	323.046836112019	NA	155.864383545767	NA	NA
Uterus	0.0438975959151833	619	194.0930431551	NA	618.964259036981	NA	NA
Uterus	0.0215464547677261	141	1459.70241408075	NA	141.384205340287	NA	NA
Uterus	0.16839214029157	797	376.96768545454	NA	796.574091838132	NA	NA
Uterus	0.247126436781609	172	20.1688667311894	NA	171.920488236626	NA	NA
Uterus	0.0648830840530862	308	462.407149642739	NA	308.629467721611	NA	NA
Uterus	0.129109671226302	1076	446.978100840344	NA	1076.05494516441	NA	NA
Uterus	0.00963181606338357	62	803.56706200738	NA	61.564135122964	NA	NA
Uterus	0.0287972612394905	572	413.448251214913	NA	572.258956715843	NA	NA
Uterus	0.0183955033214103	72	643.163038959606	NA	72.4006177357716	NA	NA
Uterus	0.0276350506874045	199	1190.66268281245	NA	198.333775513513	NA	NA
Uterus	0.0374086378737542	563	410.234206889565	NA	562.9329369855	NA	NA
Uterus	0.0767853946661894	429	721.425333001526	NA	428.712293141057	NA	NA
Uterus	0.124520153550864	1038	884.824118584499	NA	1038.26606132341	NA	NA
Uterus	0.074065138721351	307	435.643906776519	NA	307.664951202304	NA	NA
Uterus	0.0208952000431942	387	448.593847522084	NA	387.446590167253	NA	NA
Uterus	0.0568957669549386	625	823.805387787608	NA	625.822843360889	NA	NA
Uterus	0.00633037385038023	159	588.462039201486	NA	158.697122935355	NA	NA
Uterus	0.0227778366352368	430	456.898774823625	NA	429.514504790636	NA	NA
Uterus	0.103011965341769	749	680.585353338696	NA	748.598142454436	NA	NA
Lung	0.000802156617792097	61	0	NA	61.0906861145025	NA	NA
Lung	0.00900256999041956	592	0	NA	592.440544373474	NA	NA
Lung	0.00175280609783552	109	0	NA	108.999303661237	NA	NA
Lung	0	0	0	NA	6.4e-323	NA	NA
Lung	0	0	0	NA	5.22424407711643E-023	NA	NA
Lung	0.00176380668678713	90	0	NA	90.3422542194802	NA	NA
Lung	0.000870461166773253	98	0	NA	97.7447733618618	NA	NA
Lung	0.00481514896550326	475	0	NA	474.894729520739	NA	NA
Lung	0.0032261762442068	197	0	NA	196.630581161222	NA	NA
Lung	0.00604607077205883	421	0	NA	420.728229119918	NA	NA
Lung	0.00239546123135112	114	0	NA	114.250110528569	NA	NA
Lung	0.00568258432377247	295	0	NA	295.454541738124	NA	NA
Lung	0.0148708425804309	985	0	NA	984.536431924071	NA	NA
Lung	0	0	0	NA	7.66389372360926E-079	NA	NA
Lung	0.00873961496370053	567	0	NA	567.082503933232	NA	NA
Lung	0.012974113849401	627	0	NA	626.980982086411	NA	NA
Lung	0	0	0	NA	1.33237431885476E-065	NA	NA
Lung	0	0	0	NA	1.01490988339892E-130	NA	NA
Lung	0.00228481134291388	107	0	NA	107.199924691828	NA	NA
Lung	0.0163279310553616	809	0	NA	808.874771891407	NA	NA
Breast	0.000746987771810176	100	522.699790803451	100.355030501687	0	NA	NA
Esophagus	0	0	0	NA	0	NA	NA
Esophagus	0	0	0	NA	0	NA	NA
Esophagus	0	0	0	NA	0	NA	NA
Urinary-tract	0.00317907025224099	183	356.655874653088	NA	182.95155925248	NA	NA
Urinary-tract	0.00569285083848191	258	465.357553826298	NA	258.104340891268	NA	NA
Colon-Rectum	0.0624321351762208	8912	5e-324	278.529655198142	0	NA	8632.9474562451
Uterus	0	0	1629.43957412467	NA	0	NA	NA
Uterus	0	0	7325.5083963023	NA	0	NA	NA
Colon-Rectum	0.0175046823224319	243	3237.56924115771	28.6826763880063	NA	NA	213.20543555819
Colon-Rectum	0.0695116772823779	1637	1727.79270615688	1225.01412918583	NA	NA	412.145751888447
Colon-Rectum	0.120679939894816	1285	1679.64596879969	288.540986947856	NA	NA	996.452072050836
Colon-Rectum	0.154392892398815	1564	1996.94356543894	1162.89280071666	NA	NA	401.405774771636
Colon-Rectum	0.0651021563481036	1265	968.120417580595	555.660924706211	NA	NA	709.252611404209
Colon-Rectum	0.0121131366967476	200	1655.13001008821	127.30284925044	NA	NA	72.9595737587783
Colon-Rectum	0.0111491334584391	101	1253.26894100338	65.9335322714013	NA	NA	34.6121473917672
Colon-Rectum	0.035716137058732	689	1429.82660057482	122.180010788708	NA	NA	566.667769176791
Colon-Rectum	0.063872255489022	576	1175.32290494448	104.873558612408	NA	NA	471.526266574399
Colon-Rectum	0.184319620973988	4046	856.146629341547	868.19521869399	NA	NA	3178.20904922062
Colon-Rectum	0	0	1263.80935348447	NA	NA	NA	7e-323
Colon-Rectum	0.060711793440335	1044	1080.87153397475	677.117388648729	NA	NA	366.649897828765
Colon-Rectum	0.0972787385554426	1530	1158.8979957369	1018.51138519477	NA	NA	510.423591050678
Colon-Rectum	0.011314809510169	316	852.702116319372	188.305870970543	NA	NA	127.857160970214
Colon-Rectum	0.281482279435527	5226	977.692932472907	4828.24835818946	NA	NA	397.966877201782
Colon-Rectum	0.0802676666451154	2483	2586.64392044405	1616.87841004464	NA	NA	865.220443650364
Colon-Rectum	0.00594980527909995	55	1094.88387302774	24.8258405728771	NA	NA	29.9212255874344
Colon-Rectum	0.14496435881149	2054	1305.30968384678	1005.76353136239	NA	NA	1047.78777801944
Colon-Rectum	0.0794773251345119	2068	2198.50499208837	1017.58847922055	NA	NA	1050.05346389194
Colon-Rectum	0.0131489765487325	97	1397.55552525578	19.6003514578081	NA	NA	76.963556349652
Colon-Rectum	0.0466676180961895	654	1476.49735554561	157.344993356712	NA	NA	496.973352569485
Colon-Rectum	0.0465402843601895	982	1574.04678555964	213.836614708714	NA	NA	768.103705887554
Colon-Rectum	0.24621778886118	5924	1552.73592803575	5537.01986114988	NA	NA	387.077209312399
Colon-Rectum	0.0856510512725932	1161	1256.03991562968	622.683412982788	NA	NA	538.110921615065
Colon-Rectum	0.0358239508700102	315	1486.01778317673	164.991761145689	NA	NA	150.166311868861
Colon-Rectum	0.0422922393740748	400	1619.45554207531	99.0169937585685	NA	NA	300.560911190352
Colon-Rectum	0.413396382781651	8480	1446.55720786682	7152.70873243846	NA	NA	1327.59086808915
Colon-Rectum	0.0850554820319658	1671	2120.73158362643	524.882026273584	NA	NA	1145.96459273844
Colon-Rectum	0.0848912044131168	1108	781.82688054338	527.351784103023	NA	NA	580.57228300704
Colon-Rectum	0.122349330357143	1754	1852.41742257379	642.46372033471	NA	NA	1111.1764651238
Colon-Rectum	0.0789355237988073	1403	1363.25378266019	971.382200832683	NA	NA	431.397000601717
Colon-Rectum	0.223048116205175	3931	1647.94252597696	3003.92985749331	NA	NA	927.491609681338
Colon-Rectum	0.0941429628135297	1400	2033.74120589117	99.8929845096571	NA	NA	1300.16270537793
Colon-Rectum	0.0245683930942895	407	1345.96444816116	62.8365016489181	NA	NA	344.06007917189
Colon-Rectum	0.0266775185386146	295	147.804198257818	6.87558278306625E-046	NA	NA	294.911586858701
Colon-Rectum	0.128075326516149	1265	1137.9595031559	988.621944420286	NA	NA	276.752506242314
Colon-Rectum	0.107546523575751	1884	994.880574206829	1543.72341206463	NA	NA	340.293298188656
Colon-Rectum	0.289954240260018	6780	1535.73066261084	3485.26073386293	NA	NA	3295.70798159473
Colon-Rectum	0.0608322608322608	709	1637.75942129509	72.6303246638662	NA	NA	636.104741102523
Colon-Rectum	0.081261521598326	1631	2257.36761264708	603.872512166184	NA	NA	1026.7585554234
Colon-Rectum	0.00935598146970661	103	2230.06404161914	29.1372326667605	NA	NA	74.1236987357604
Colon-Rectum	0.0993566833452466	1668	1969.35049770019	330.001388880877	NA	NA	1337.47770994223
Colon-Rectum	0.220814899386328	6189	1382.7787603513	4156.07825815615	NA	NA	2033.12720844384
Colon-Rectum	0.00372426868905742	55	2432.9227792667	37.7497389138366	NA	NA	16.9633486650319
Colon-Rectum	0.0232053422370618	139	1153.82689113272	14.5075484403944	NA	NA	124.799098209613
Colon-Rectum	0.16275191104934	4684	1424.76629236165	2670.47930653578	NA	NA	2013.4878831651
Colon-Rectum	0.142878463758022	2872	1529.38703438348	2292.74181957058	NA	NA	579.346190998605
Colon-Rectum	0.0914502164502164	1183	1395.73364882791	1038.11888039622	NA	NA	145.480986935015
Colon-Rectum	0.0239369804587196	550	1896.3390128086	404.17916030326	NA	NA	145.517750000156
Colon-Rectum	0.166791604197901	3560	2564.90381579921	972.304226825593	NA	NA	2587.39035861909
Colon-Rectum	0.0367218987908643	656	1032.9867347551	301.125609436104	NA	NA	355.113756338328
Colon-Rectum	0.166182572614108	2403	1209.79351823646	1702.88031632466	NA	NA	700.120204345816
Colon-Rectum	0.0243703199455412	179	997.464982419978	149.124111631876	NA	NA	29.4248747956106
Colon-Rectum	0.0385677975466902	698	1592.65002232119	140.48177253868	NA	NA	557.990029960571
Colon-Rectum	0.339468737808987	9572	1231.74694682749	8626.42329901372	NA	NA	945.394938239326
Colon-Rectum	0.0245839895911799	359	1820.63966287501	224.634944729098	NA	NA	134.17073630215
Colon-Rectum	0.013509979952933	155	2407.69578631775	2.30983273634273E-139	NA	NA	155.282232790602
Colon-Rectum	0.0581876224334325	802	1856.69167700936	683.585131477821	NA	NA	117.629364334327
Colon-Rectum	0.0578171091445428	490	1400.96044079643	23.2885044308703	NA	NA	466.443191563262
Colon-Rectum	0.0567334118570868	867	2095.6715838611	510.218984482949	NA	NA	357.633222542033
Colon-Rectum	0.183178637726689	6414	2018.25607585183	4851.52505295824	NA	NA	1561.86411044506
Colon-Rectum	0.239273437168442	5638	1723.61432474974	4745.92752573261	NA	NA	891.326370233588
Colon-Rectum	0.0266744224696693	321	1915.68271540673	182.017340935554	NA	NA	139.381931256761
Colon-Rectum	0.0176401080351114	209	1715.29570628648	83.3767512740386	NA	NA	126.117276734242
Colon-Rectum	0.011046949535526	44	206.411991017278	17.3499946809897	NA	NA	26.8112614801099
Colon-Rectum	0.0548382803141222	824	2823.15739541788	576.882296258396	NA	NA	246.730966970149
Colon-Rectum	0.0627658650924559	2169	907.868650625907	1401.49552166538	NA	NA	767.961759417376
Colon-Rectum	0.0621151756609924	686	1487.52408652187	310.756418473957	NA	NA	375.186934932654
Colon-Rectum	0.0627730717788676	1408	1945.05480275746	1061.58412999361	NA	NA	346.464111562916
Colon-Rectum	0.166873567608862	3495	1769.65768459976	2094.66699860969	NA	NA	1399.98460714702
Colon-Rectum	0.0677728804770547	1307	2282.76691693835	600.152499491405	NA	NA	706.487574449598
Colon-Rectum	0.0119848449702312	155	2135.79326565466	101.169063749955	NA	NA	54.0802057019488
Colon-Rectum	0.00327824067750307	24	1228.14937590659	24.3708985905331	NA	NA	3.3e-322
Colon-Rectum	0.00621328513330321	55	1160.97192478629	20.9500679865005	NA	NA	33.723856431562
Colon-Rectum	0.0109046139414903	186	1924.01145999606	67.0683128985034	NA	NA	118.96059029298
Colon-Rectum	0.0104602510460251	140	1859.85447045429	30.9952392578061	NA	NA	108.888000747789
Colon-Rectum	0.100334448160535	1980	1292.22165662938	1427.1213294165	NA	NA	552.91244884511
Colon-Rectum	0	0	1482.82548935474	1.07173465293406E-136	NA	NA	9e-323
Colon-Rectum	0.098733981781689	1279	2035.66118252214	1161.83137738669	NA	NA	116.898756124662
Colon-Rectum	0.184276715560799	8279	1522.88138997136	5413.84978342206	NA	NA	2865.4808791123
Colon-Rectum	0.185692455713396	3281	1284.77948752833	2009.33765012969	NA	NA	1271.94357495922
Colon-Rectum	0.0494874810956142	589	1338.33923260804	193.067629882351	NA	NA	396.741839416434
Colon-Rectum	0.0167654530059272	198	2418.05819079167	160.71898232508	NA	NA	36.579173294942
Colon-Rectum	0.107798775618845	810	1337.44923808472	248.150087832066	NA	NA	562.262744407101
Colon-Rectum	0.0723036409434394	1263	1656.68363256254	1146.76027202446	NA	NA	116.43344775471
Colon-Rectum	0.0873006497341996	739	996.726747271397	671.643450795716	NA	NA	67.4532825085465
Colon-Rectum	0.0725902608861544	1522	1303.59471686972	433.151984304478	NA	NA	1089.30321084385
Colon-Rectum	0.0645888464177203	659	847.261061425159	501.211828440047	NA	NA	157.830145715109
Colon-Rectum	0.0104719987858552	138	1427.90336344422	71.105097491736	NA	NA	67.0751103691346
Colon-Rectum	0.0203655352480418	195	1429.07998923708	22.5209600631096	NA	NA	172.47565535958
Colon-Rectum	0.0553832086993436	1696	1556.51241455088	943.08672425069	NA	NA	753.07142828505
Colon-Rectum	0.0445588496360731	753	1159.26757404968	324.005028020852	NA	NA	429.195039009866
Colon-Rectum	0.0159645232815964	288	1588.69098542107	209.27650462562	NA	NA	79.5014888568642
Colon-Rectum	0.0264253017062006	508	1761.89927943379	111.935724650537	NA	NA	395.695885890931
Colon-Rectum	0.00659144893111639	111	2359.59799802816	90.7096760468792	NA	NA	19.5250577837964
Colon-Rectum	0.0254687937307585	364	1477.95027064757	231.233668909543	NA	NA	133.151670608484
Colon-Rectum	0.0255759285378467	272	1515.52900299198	59.76325526605	NA	NA	212.45639490397
Colon-Rectum	0.116778226475632	2111	1204.40621302737	1918.75257753379	NA	NA	191.833000061776
Colon-Rectum	0.0602646638054363	337	794.441788714503	22.1314277991183	NA	NA	315.384720215432
Colon-Rectum	0.175959504381988	2329	1015.87094850929	1458.56727909886	NA	NA	870.232751523324
Colon-Rectum	0.120269912675311	4545	2207.8413064052	2832.91203774211	NA	NA	1712.68552414355
Colon-Rectum	0.0885373757346075	1612	1730.68212703024	320.950769169353	NA	NA	1290.71254402586
Colon-Rectum	0.0804894816444384	2927	1663.18358549137	2137.29642909447	NA	NA	789.331020564718
Colon-Rectum	0.196587677725118	3111	1444.34786690519	2614.69723765497	NA	NA	496.961446038167
Colon-Rectum	0.0639171654506532	1463	1313.81114757029	638.121449974293	NA	NA	825.112541640899
Colon-Rectum	0.103317615358707	2454	1104.96936852102	839.765498368371	NA	NA	1614.41389602538
Colon-Rectum	0.219939920435171	5418	2093.00222935982	2474.54418100258	NA	NA	2942.95077688521
Colon-Rectum	0.0486101004220637	334	947.693710478844	36.9766502772301	NA	NA	296.998983717178
Colon-Rectum	0.225962732919255	3638	1045.75945342518	1407.20472819449	NA	NA	2231.03193607915
Colon-Rectum	0.0622779519331244	596	1000.3994321243	2.84695880336823	NA	NA	592.438012773441
Colon-Rectum	0.219994967709469	2623	1502.09462971781	37.7702889257904	NA	NA	2585.30343179541
Colon-Rectum	0.0365977291159773	361	1521.72582526154	26.6256100187041	NA	NA	334.165865337743
Colon-Rectum	0.0101618811296231	172	2203.02803694759	18.1158690802174	NA	NA	154.106410322249
Colon-Rectum	0.0520513092335419	982	1616.47286913641	908.930948828333	NA	NA	73.4890430736068
Colon-Rectum	0.0827594920715143	1310	1819.08890955069	14.1841965279041	NA	NA	1295.73011960193
Colon-Rectum	0.0102106447981991	127	1709.1755601928	126.839348407115	NA	NA	1.655807e-318
Colon-Rectum	0.110489125447371	1204	1381.9844805151	168.139003387484	NA	NA	1036.77438892619
Colon-Rectum	0.193947770003743	6736	1787.94076885584	4759.98311185339	NA	NA	1975.49261772704
Colon-Rectum	0.189390931469864	2385	1553.98855295375	303.899664502537	NA	NA	2080.8359553976
Colon-Rectum	0.0906765868402697	1170	1722.4148512753	305.131833667024	NA	NA	864.292363927861
Colon-Rectum	0.09303763233135	1204	1402.1644794057	363.4014872877	NA	NA	841.091897570745
Colon-Rectum	0.394032822686836	12269	864.982332276372	11650.738279997	NA	NA	617.650428189568
Colon-Rectum	0.0313165974354343	867	1621.24499255322	30.477237920309	NA	NA	837.545314453185
Colon-Rectum	0.142048314041268	3387	2194.63674467158	2346.72088138509	NA	NA	1040.24597704634
Colon-Rectum	0.0445418628565243	823	1258.4602571266	499.095899970711	NA	NA	324.398032959501
Colon-Rectum	0.0805524996944139	659	1420.50843295451	55.7440985658122	NA	NA	602.632610971742
Colon-Rectum	0.394024618896226	9667	1001.00101679358	8638.74748406295	NA	NA	1027.4708410495
Colon-Rectum	0.051781320209693	968	1484.47259762096	845.380971264485	NA	NA	122.422995495759
Colon-Rectum	0.0332868595329383	191	942.629601166824	87.1276075029248	NA	NA	103.450362188641
Colon-Rectum	0.466437788563987	11820	1002.4359231481	8589.26046318725	NA	NA	3231.28632819635
Colon-Rectum	0.0799615569437771	832	1156.79566475567	177.040221857817	NA	NA	655.11018472871
Colon-Rectum	0.0302910783308354	384	2047.766592652	46.6453009100787	NA	NA	337.941462443755
Colon-Rectum	0.128565212231496	3250	1822.54621479236	1611.37951074896	NA	NA	1639.61389099264
Colon-Rectum	0.384324487132291	11484	1280.58169128989	8497.39997857035	NA	NA	2986.36935255354
Colon-Rectum	0.0205299883031501	509	1340.83697328423	286.900702692572	NA	NA	221.61269332805
Colon-Rectum	0	0	505.97086822826	4.4e-323	NA	NA	1e-322
Colon-Rectum	0.252100840336134	3450	1072.4752189326	2397.61429013417	NA	NA	1052.21049002125
Colon-Rectum	0.0143719704056467	169	1116.75620172736	72.0667350651882	NA	NA	97.4089736194852
Colon-Rectum	0.189133688350562	5434	2129.60801291986	4548.83530064187	NA	NA	884.899424149972
Colon-Rectum	0.278756272754108	5666	1523.32882489826	4002.90448239322	NA	NA	1663.28706878423
Colon-Rectum	0.261438179855518	6297	1501.19874121808	4247.95502442776	NA	NA	2049.29696343277
Colon-Rectum	0.183601962158374	3144	1589.9079077438	1063.87281085015	NA	NA	2080.3824055087
Colon-Rectum	0.148563120082108	1737	1621.68300469046	806.428109521584	NA	NA	930.568874227168
Colon-Rectum	0.140199099312633	2366	1926.52864801596	1513.24493676664	NA	NA	853.0507547737
Colon-Rectum	0.0765266433294439	787	1141.48037673681	360.673126143233	NA	NA	426.094418090656
Colon-Rectum	0.234864808507681	6758	1026.45811697158	5285.80348482831	NA	NA	1472.16519888506
Colon-Rectum	0.243086003372681	2883	1513.89038599784	171.086430854294	NA	NA	2712.36096658761
Colon-Rectum	0.115666784995859	1955	1948.84854327275	783.820338985664	NA	NA	1171.02642255993
Colon-Rectum	0.111004188837315	1961	2044.28926119865	1753.11258778242	NA	NA	207.427925165155
Colon-Rectum	0.00795078088026502	84	1645.65174702997	23.2433967020455	NA	NA	61.0776744168953
Colon-Rectum	0.0883939038686987	754	1251.4761444858	28.3455765740043	NA	NA	726.159295658168
Colon-Rectum	0.116158338741077	2148	2716.93635076834	1884.18375259371	NA	NA	264.767332100879
Colon-Rectum	0.0108956199607758	100	645.975852799505	7.7365126830399	NA	NA	92.0341719069096
Colon-Rectum	0.0513128756722557	811	1715.96162702636	70.5009704321798	NA	NA	739.772604937488
Colon-Rectum	0.208386756165623	2763	1077.59781027475	1170.66784955101	NA	NA	1592.23551743157
Colon-Rectum	0.0635184067592034	842	1661.47999236691	592.926369078884	NA	NA	249.553960608044
Colon-Rectum	0.0123398196487898	130	1487.75349755082	11.7266804194476	NA	NA	118.385715033343
