MSH3	MMR
MSH6	MMR
MLH1	MMR
PMS2	MMR
MSH4	MMR
MSH5	MMR
MLH3	MMR
PMS1	MMR
PMS2L3	MMR
MSH2	MMR
EXO1	MMR











