SBS1	SBS2	SBS3	SBS4	SBS5	SBS6	SBS7a	SBS7b	SBS7c	SBS7d	SBS8	SBS9	SBS10a	SBS10b	SBS11	SBS12	SBS13	SBS14	SBS15	SBS16	SBS17a	SBS17b	SBS18	SBS19	SBS20	SBS21	SBS22	SBS23	SBS24	SBS25	SBS26	SBS27	SBS28	SBS29	SBS30	SBS31	SBS32	SBS33	SBS34	SBS35	SBS36	SBS37	SBS38	SBS39	SBS40	SBS41	SBS42	SBS43	SBS44	SBS45	SBS46	SBS47	SBS48	SBS49	SBS50	SBS51	SBS52	SBS53	SBS54	SBS55	SBS56	SBS57	SBS58	SBS59	SBS60
0.0008861572308774722	5.800167514637967e-07	0.020808323329331732	0.04219649769069167	0.011997600479904022	0.00042523300642587075	6.704350654270064e-05	0.002329386113583625	0.004830405947315806	4.039379955176875e-05	0.044098218431975304	0.0005579536898437428	0.0021901700667056705	0.00018199745203567095	0.00014620793487807229	0.004520592197577884	0.0018199198507297704	0.0011204916044865515	0.0009442021536811032	0.015995036740099555	0.0020702613912032507	0.0006079583062193583	0.05153385774453816	0.0012693821916873052	0.000619283396467891	0.00015699263076591165	0.00601276346608901	0.0008355228714662479	0.03641340013124831	0.009898465737810643	0.0008731179582361575	0.005207818444853453	0.000783905147477154	0.06320926205316864	0.0017996807366373194	0.009534984598101398	0.022297772452532	0.003111359664173243	0.004867950237589597	0.008826948523895282	0.02519377713704715	0.0039508217709283535	0.012794869257427774	0.01170152119775572	0.028203751098896147	0.002110193293705704	0.0011602522388367228	0.02950629221681524	7.681945644783182e-18	0.009108135564649913	0.004400000000000002	0.06778787410508007	0.000855467975201154	0.02511662720721117	0.1190002737006295	0.14096391323821103	0.01519627691215652	0.005383509509849472	0.002160357539172475	0.0058811258823966445	0.012597481738205569	0.01230632545128196	0.05887461915168372	0.0035882082282212373	0.006152706569467198
0.0022804046121903346	0.0001480042745114516	0.016506602641056425	0.03329723632938466	0.009438112377524498	0.0005242872832168383	0.0001791162338976629	0.0004608785400695498	0.0011500966541228108	0.0007648825905223539	0.047798068958014056	0.004089660558173671	0.0017701374511730763	0.006539908441281802	0.0005527861647444925	0.001130148049394471	0.0007209682485583321	0.013105750016762344	0.0004971064304867672	0.002899100409143044	0.0009181159213162243	0.00012899115378667305	0.015810387424537924	0.0006406881770642226	0.0013906363830215964	0.0023598892267996914	9.544386600081391e-05	0.0003992498511557281	0.026509755590057145	0.006998915168148939	0.0005280713424383633	0.004738015245413698	0.0025296939070372448	0.05120750343547839	0.0005059102515213797	0.01849027411581508	0.018798122067605453	0.002230974936047052	0.006957070565425788	0.04618403417938415	0.008317945467469536	0.0014503016627458512	0.010095951523439102	0.007150929620850717	0.013401782437064127	0.001220111762237421	0.020604479413824563	0.005901258443363048	0.00015003800087467153	0.0028494167243965154	0.004700000000000002	0.029694688214172243	0.0008414603124493223	0.007034656942896196	0.12700029210067182	0.001689567470727494	0.006538398092467346	0.0019612785574916296	0.0007961317598061528	0.002050392527026041	0.015696862165859318	0.0014307353979945692	0.006747091328928099	0.0023688171311655524	0.0007793428321325117
0.00017703141068319705	5.2301510519925135e-05	0.0017507002801120449	0.015598705307459479	0.0018496300739852035	5.2028509021518306e-05	7.124623381851173e-05	0.00018595099447491598	0.00037703168574286934	0.00024996163088965816	0.00461981335954027	0.00042596464493447033	0.00015001164840449798	5.3499251010485696e-05	9.423401830155207e-05	0.0005400707492681542	0.0002639883739520107	0.0004131812791544159	4.6109872123621674e-05	0.0010196835921813465	4.760601073491534e-05	5.819600891770831e-05	0.002431597559596655	0.0002458803300433678	2.180998068336029e-05	0.00029398620028775815	0.0007653517556669041	9.856168004721609e-08	0.014805448405013048	0.0014497752848308515	0.00011401540348101025	0.0007826721386411235	0.0003529572921676471	0.019202813788304393	9.128380625277071e-05	0.0016591272990407048	0.0044595544905064	0.0004141809970957307	5.197811341984785e-05	0.0013895196430593934	0.002239446856626413	0.001060220525869381	0.001899238405399435	0.002670347145128869	0.00292038841165875	6.140562475522759e-05	3.3407262738919434e-05	0.0006261335229737742	9.162320586746607e-07	0.0016596602675432337	0.0003000000000000001	0.0013797531897494174	0.000258141213569471	0.00711470993797894	0.005770013271030523	0.00479877151449229	0.004138985948442631	0.038124853592056675	0.0016402714649272493	4.490859729925329e-05	0.0002059588284182815	0.0033317125002251154	0.0008246444957578789	0.00014192912769008792	2.2309814064897314e-16
0.001280227150703346	9.780282464337814e-05	0.012204881952781113	0.02949755170320863	0.006608678264347132	0.00018009868507448646	0.00024816103914313074	0.0007098129358988727	0.001960164732244095	0.004049378420412461	0.04699810127670838	0.0030497468710097056	0.017001320152509776	1.6299771803194706e-05	0.0002663788402573098	0.001220159840939163	0.0003479846747549231	0.08263625583088319	0.0011102377018919751	0.010596711840315956	6.180780385331444e-05	0.00045596872966451865	0.02141406904336149	0.0005707222294909066	0.0012405677085948056	0.0006209708516282239	0.0017207908754863725	5.613512944821139e-18	0.022008098980424797	0.004969229769385747	0.0006190836381995207	0.0027188610690981555	0.0039695196881177315	0.035605217232481064	0.0005559013830946386	0.006276698456611822	0.014598541605693596	0.0019008306629997303	0.001229482298200247	0.021592535460491294	0.017895579791791426	0.0018503848800550517	0.008846452572518421	0.007400962125076267	0.014801968661832022	0.0013301218391604673	0.007971733054766105	0.002070441521654493	0.005781464300370676	0.009638027095853477	0.003400000000000001	0.011897871708708745	3.892129150330397e-05	0.007975279635118447	0.08320019136044011	0.02119457418900762	0.009237736754495149	1.711115476178922e-05	0.000414068528341391	0.0011702240276197406	0.022995403172914926	0.008644443243827328	0.0055775954985805625	0.014492763038776587	0.00044419540111275384
0.0018603300783657996	2.230064406490115e-16	0.019707883153261305	0.006889428177461271	0.010097980403919219	0.0004712582259449062	6.49421429047951e-05	8.557744691963874e-06	0.0011200941327109114	0.0011798188977991864	0.004329825075066963	0.004839598313339991	2.23017317294687e-16	0.0003049957300597782	0.00017024211595391975	0.001220159840939163	0.0038698295727056108	2.2209744303215577e-16	0.00011302419848089477	0.0017394602454858263	0.0010101275387030355	0.00014598998800662222	0.0017311373572437092	0.0031884481822696876	0.008774015164819713	1.6899206751235075e-05	0.0016607632868066156	5.7435943499595976e-18	0.003341229572482674	0.008028755542890854	0.00042705769549466116	0.0013194472835329285	0.00015398136825444097	0.003140460171628948	0.00106981021566774	0.008315625980734135	0.0019898012188582365	0.0014106164393840105	0.0007616792774216165	0.0035787628216925383	0.001839545632228839	0.03430713588426393	0.0026889217423813052	0.04730614979947397	0.012201622815834505	0.005330488272725782	0.00040608828359285296	0.0003610769996701797	0.0031808056185430368	0.0031093635132888294	0.0012000000000000003	0.0010298157865521013	0.00019810837320447775	0.00028819078229788117	0.0038500088550203664	0.00395898649945614	0.0017295762538178145	0.007034585846513344	0.0015502565674617296	0.002850545708304496	0.0004179164576642799	0.015407919670710746	0.020591123166802793	0.0029385326437243557	0.0003771659149088022
0.0012202165030141265	0.00013300384128393962	0.0117046818727491	0.002839764299563136	0.005698860227954411	0.00028915844436959215	2.161402598988558e-05	0.00018895020406322106	0.0003190268110131971	0.002549608635074513	0.0029498808248146747	0.001959837333501319	2.4301887041528673e-05	0.00013399812402626322	0.00029041302133315725	0.0006420841130188055	0.000950958119804402	5.782537030296667e-06	0.00026905760523328044	0.0020093764904750067	0.0005690718510119082	4.3397023832105504e-05	0.0025917027487058998	0.0017891292308033673	0.0015106913225630294	0.0007189662517241433	0.00019508966320921082	4.082554868960828e-05	0.0036713510571890462	0.0016397458393948943	0.00037805107470019185	0.0017692588574646085	0.00022397289927918689	0.0026303854303771123	0.00046691716889423786	0.003158338713836522	0.0020297972232573972	0.0013005683483682364	0.001129524387777463	0.004548427608575712	0.0016695876118598702	0.011202330084657609	0.0015793666739637407	0.02250292538029946	0.008681154593560942	0.003160289482516599	0.0005061100283201566	3.1306676148688716e-05	0.00023305902802532312	0.0019296050098544823	0.0015000000000000007	0.0006168896507792685	0.00011406239669348719	0.00013508942920213178	0.001100002530005819	0.004538838057457291	0.001519627691215652	0.0054635616958695395	0.0004960821015877535	0.00016803216806847557	0.00016596682290016858	0.0031316096473587426	0.0017392502092347989	0.0024387821941113702	0.0005882587744466198
0.00011502040807100373	1.5200439003878814e-05	0.00025310124049619846	0.0012798937688171881	0.0017196560687862432	2.221217115918666e-16	5.083298705028645e-05	0.0005048669473646912	2.2201865844805568e-16	0.0009058609503441211	0.00028598844606677866	0.001359887129368262	2.23017317294687e-16	2.2199689204351072e-16	5.968488300502129e-05	7.510983938895994e-05	0.0002639883739520107	3.911716226377158e-05	3.0706574277552826e-05	0.0008467372574290202	0.00015201919394342714	2.229847077087449e-16	0.0019212622693109372	0.0006157003386451812	0.00046921472204109984	2.219895798091235e-16	0.00023110621641706514	2.8617909130460713e-18	0.0009203386846359461	0.0	6.83092285767807e-05	0.0	2.219731412499084e-16	0.0008961313101208719	0.00013097676472193827	0.0029984228295916347	0.0011298871242762852	0.00025311060933627986	2.219065611385812e-16	0.0003458804291356476	0.0004998765304969672	0.005351113031510555	0.0006357450662284425	0.013601768229869894	0.0022502992898055436	0.0012101108461535076	1.7703848816732755e-05	0.004430944898999712	3.140795484976458e-05	0.0002699447423112488	0.0	0.0003279413378534847	8.034395135514932e-05	0.00020413513746099914	0.0008270019021043747	0.0019694958090728776	0.0008177996390884233	0.0025116373363795867	0.0017002813965709292	0.000510097653065015	0.0004279144590438082	0.00277142451219927	0.0016892717549464426	0.0008295857463575564	0.0002761214655565767
0.0011402023060951673	9.120263402327289e-05	0.017406962785114045	0.0035497053744539203	0.010097980403919219	0.00025413925560510865	9.566207799227135e-05	0.0002849249108889841	0.0019301622108321957	0.002909553383555621	0.0057097693253192515	0.006409468014154822	2.23017317294687e-16	2.2199689204351072e-16	0.0005357619531491005	0.001440188664715078	0.003999823847757737	0.00020408954224576475	0.0003250695974008035	0.011496432656946555	1.960247500849455e-05	0.0003189781244802225	0.004082682322285741	0.0021389589686699475	0.004422023606442775	6.189709455038173e-05	6.202850830241575e-05	5.613512944821139e-18	0.0028510491861004853	0.00342946843239298	0.0007280983660892585	0.0013194472835329285	8.328992191944761e-05	0.0024903649131707262	0.0007308703436010448	0.0037780127652854594	0.0017498251924632734	0.0013005683483682364	0.0020291455815825217	0.009476723896548958	0.001909528346498415	0.018803911213532417	0.002439021952197169	0.0434056427335554	0.014601942058293751	0.008270757601396289	0.0004310937197746789	0.00035407550660178285	0.0032908334858511292	0.0014297073389077253	0.002200000000000001	0.00171969238142681	0.0006863754748397563	0.00017611658918203848	0.001970004531010421	0.0008997696589673045	0.0017095811526176088	0.003041983068762527	0.005180857431904361	0.0012702431752795473	0.00012297541696819721	0.005072607320162564	0.0020291252441072658	0.00382808844403547	0.0002501100231490731
0.025004436537174726	6.11017646800655e-05	0.014205682272909165	0.008699277959929325	0.032593481303739257	0.06413514285152545	0.00012207922086879817	0.0014096285065033952	0.0013301117825942075	0.0033294889234502458	0.006809724887114553	0.008099327755796266	0.0010400807622711864	0.0005489923141076008	0.02583674465653606	0.0055107219045695	0.007179683806725138	0.012405442763958248	0.005051081436535563	0.001759454041410951	0.0012201540566511913	0.0005709608435053513	0.009206048373781575	0.027986379029326415	0.049322570994938635	0.0021698981449810723	0.001760809267939544	0.022614151970224195	0.011804343998591484	0.02099674550444682	0.002660359414556906	0.013694263473031152	0.0007769059943746793	0.005090745947003613	0.10598119893530882	0.017690694694590645	0.08639136950218676	0.00531232148448872	0.0035185184468820084	0.002209236267022489	0.005958528243523849	0.006241298190023526	0.0034486171045410795	0.009601248162261102	0.01970262044851965	0.009880905090906328	0.02240487081891603	2.9006185569072607e-05	0.08992277519088647	0.0013297278047183737	0.015200000000000007	0.0042692363190072555	0.0002871570864125511	0.000575380902157228	0.003520008096018621	0.03579083754558834	0.0026893411114276996	0.007224709788311003	0.001480244980544103	0.0051109784454161315	0.0073985210208508895	0.03261676501721885	0.08046531140425364	0.003918043524965807	0.002761214655565767
0.00632112155659777	0.001380039856931103	0.012404961984793917	0.00417965308879363	0.017896420715856832	0.02291255493447633	0.01771149351948957	0.03808996177147472	0.00768064548144625	0.0013997851329820856	0.0028198860766025027	0.00541955017733528	0.0008340647651290089	0.005249926501028969	0.14720935908956592	0.002120277756386087	2.219902235505544e-16	0.010104433219030508	0.006911479747814007	0.0037288429400357086	0.0017102159318635552	7.02951791566133e-05	0.004653057058487426	0.014093140868339373	0.013005951783655219	0.003919816003836775	0.000220101158492443	0.08095065904385565	0.01120412311730717	0.01309796981467873	0.0025403432003663685	0.005417730512688237	0.003379591069480587	0.004310631636853747	0.09038396588445204	0.009275121286203458	0.12298771352741866	0.002130931216941803	0.0037084384766852985	0.003988621133674086	0.003279190040060105	0.003060636612415383	0.002149138195583571	0.004040525268284881	0.012101609514065368	0.0033603078041948647	0.03980865440146687	0.0001280273018221136	0.016904281431879657	0.000600877000478002	0.008900000000000003	0.0009398318828727916	0.0004382397346644508	0.00030320071887589577	0.0018000041400095218	0.005648553970183634	0.0020994856260216246	0.0019612785574916296	0.0005290875639917774	0.00023304461404735004	0.000981803735469672	0.012906634009881079	0.00675708701978577	0.0028585725717862782	0.0013405897240790316
