1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	X	Y	MT
0	249250621	492449994	690472424	881626700	1062541960	1233657027	1392795690	1539159712	1680373143	1815907890	1950914406	2084766301	2199936179	2307285719	2409817111	2500171864	2581367074	2659444322	2718573305	2781598825	2829728720	2881033286	3036303846	3095677412
